Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.03,9791,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.06,9903,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.09,9893,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.12,9827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.03,9955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.06,10030,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.09,10057,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.12,10049,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.03,10170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.06,10230,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.09,10255,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.12,10292,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.03,10235,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.06,10248,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.09,10335,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.12,10361,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.03,10447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.06,10385,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.09,10368,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.12,10387,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.03,10239,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.06,10252,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.09,10243,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.12,10238,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.03,10124,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.06,10118,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.09,10116,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.12,10135,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.03,10083,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.06,10103,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.09,10232,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.12,10252,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.03,10154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.06,10194,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.09,10360,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.12,10319,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.03,10504,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.06,10433,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.09,10081,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.12,10210,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.03,10430,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.06,10313,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.09,10135,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.12,10233,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.03,10109,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.06,10147,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.09,10169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.12,10058,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.03,9973,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.06,9943,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.09,9968,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.12,9877,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.03,9838,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.06,9820,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.09,9786,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.12,9750,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.03,547,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.06,566,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.09,591,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.12,590,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.03,550,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.06,553,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.09,567,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.12,522,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.03,471,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.06,457,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.09,428,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.12,374,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.03,365,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.06,394,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.09,325,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.12,345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.03,380,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.06,366,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.09,388,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.12,340,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.03,340,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.06,410,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.09,437,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.12,403,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.03,384,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.06,346,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.09,377,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.12,323,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.03,314,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.06,329,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.09,340,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.12,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.03,330,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.06,320,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.09,321,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.12,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.03,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.06,329,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.09,331,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.12,319,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.03,298,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.06,247,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.09,275,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.12,265,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.03,269,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.06,268,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.09,262,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.12,262,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.03,293,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.06,324,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.09,310,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.12,314,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.03,289,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.06,304,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.09,286,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.12,316,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.03,2509,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.06,2652,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.09,2504,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.12,2426,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.03,2518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.06,2438,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.09,2407,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.12,2448,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.03,2444,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.06,2514,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.09,2594,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.12,2622,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.03,2532,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.06,2840,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.09,2758,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.12,2724,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.03,2773,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.06,2901,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.09,3028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.12,3103,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.03,3023,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.06,2940,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.09,2931,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.12,2917,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.03,2939,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.06,2894,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.09,2949,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.12,2596,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.03,2905,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.06,2873,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.09,2725,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.12,2832,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.03,2687,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.06,2776,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.09,2946,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.12,2801,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.03,2930,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.06,2848,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.09,2840,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.12,2876,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.03,2588,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.06,2529,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.09,2582,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.12,2642,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.03,2597,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.06,2576,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.09,2404,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.12,2571,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.03,2580,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.06,2358,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.09,2209,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.12,2096,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.03,2178,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.06,2285,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.09,2266,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.12,2227,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.03,2420,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.06,2454,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.09,2452,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.12,2330,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.03,2057,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.06,2073,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.09,2683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.12,2286,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.03,2450,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.06,3253,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.09,2661,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.12,2086,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.03,2354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.06,2801,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.09,2306,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.12,1707,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.03,1983,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.06,2120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.09,2025,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.12,2111,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.03,2279,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.06,1893,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.09,1975,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.12,1940,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.03,1901,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.06,1850,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.09,1683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.12,1520,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.03,1539,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.06,2005,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.09,2064,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.12,1956,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.03,1894,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.06,1749,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.09,1804,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.12,2043,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.03,2151,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.06,1919,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.09,2151,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.12,1847,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.03,2059,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.06,1998,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
